sample_id	lang	clip_image_emb_path	clip_text_emb_path	clip_caption_emb_path	bert_text_emb_path	bert_caption_emb_path	hard_label_task4	soft_label_task4	gender_annotators	ethnicities_annotators	study_levels_annotators	countries_annotators
110203	es	./data/EXIST2024/embeddings/training/clip_image/110203.npz	./data/EXIST2024/embeddings/training/clip_text/110203.npz	./data/EXIST2024/embeddings/training/clip_caption/110203.npz	./data/EXIST2024/embeddings/training/bert_text/110203.npz	./data/EXIST2024/embeddings/training/bert_caption/110203.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110204	es	./data/EXIST2024/embeddings/training/clip_image/110204.npz	./data/EXIST2024/embeddings/training/clip_text/110204.npz	./data/EXIST2024/embeddings/training/clip_caption/110204.npz	./data/EXIST2024/embeddings/training/bert_text/110204.npz	./data/EXIST2024/embeddings/training/bert_caption/110204.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110205	es	./data/EXIST2024/embeddings/training/clip_image/110205.npz	./data/EXIST2024/embeddings/training/clip_text/110205.npz	./data/EXIST2024/embeddings/training/clip_caption/110205.npz	./data/EXIST2024/embeddings/training/bert_text/110205.npz	./data/EXIST2024/embeddings/training/bert_caption/110205.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110206	es	./data/EXIST2024/embeddings/training/clip_image/110206.npz	./data/EXIST2024/embeddings/training/clip_text/110206.npz	./data/EXIST2024/embeddings/training/clip_caption/110206.npz	./data/EXIST2024/embeddings/training/bert_text/110206.npz	./data/EXIST2024/embeddings/training/bert_caption/110206.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110207	es	./data/EXIST2024/embeddings/training/clip_image/110207.npz	./data/EXIST2024/embeddings/training/clip_text/110207.npz	./data/EXIST2024/embeddings/training/clip_caption/110207.npz	./data/EXIST2024/embeddings/training/bert_text/110207.npz	./data/EXIST2024/embeddings/training/bert_caption/110207.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110208	es	./data/EXIST2024/embeddings/training/clip_image/110208.npz	./data/EXIST2024/embeddings/training/clip_text/110208.npz	./data/EXIST2024/embeddings/training/clip_caption/110208.npz	./data/EXIST2024/embeddings/training/bert_text/110208.npz	./data/EXIST2024/embeddings/training/bert_caption/110208.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110209	es	./data/EXIST2024/embeddings/training/clip_image/110209.npz	./data/EXIST2024/embeddings/training/clip_text/110209.npz	./data/EXIST2024/embeddings/training/clip_caption/110209.npz	./data/EXIST2024/embeddings/training/bert_text/110209.npz	./data/EXIST2024/embeddings/training/bert_caption/110209.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110210	es	./data/EXIST2024/embeddings/training/clip_image/110210.npz	./data/EXIST2024/embeddings/training/clip_text/110210.npz	./data/EXIST2024/embeddings/training/clip_caption/110210.npz	./data/EXIST2024/embeddings/training/bert_text/110210.npz	./data/EXIST2024/embeddings/training/bert_caption/110210.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110211	es	./data/EXIST2024/embeddings/training/clip_image/110211.npz	./data/EXIST2024/embeddings/training/clip_text/110211.npz	./data/EXIST2024/embeddings/training/clip_caption/110211.npz	./data/EXIST2024/embeddings/training/bert_text/110211.npz	./data/EXIST2024/embeddings/training/bert_caption/110211.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110212	es	./data/EXIST2024/embeddings/training/clip_image/110212.npz	./data/EXIST2024/embeddings/training/clip_text/110212.npz	./data/EXIST2024/embeddings/training/clip_caption/110212.npz	./data/EXIST2024/embeddings/training/bert_text/110212.npz	./data/EXIST2024/embeddings/training/bert_caption/110212.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110213	es	./data/EXIST2024/embeddings/training/clip_image/110213.npz	./data/EXIST2024/embeddings/training/clip_text/110213.npz	./data/EXIST2024/embeddings/training/clip_caption/110213.npz	./data/EXIST2024/embeddings/training/bert_text/110213.npz	./data/EXIST2024/embeddings/training/bert_caption/110213.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110214	es	./data/EXIST2024/embeddings/training/clip_image/110214.npz	./data/EXIST2024/embeddings/training/clip_text/110214.npz	./data/EXIST2024/embeddings/training/clip_caption/110214.npz	./data/EXIST2024/embeddings/training/bert_text/110214.npz	./data/EXIST2024/embeddings/training/bert_caption/110214.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110215	es	./data/EXIST2024/embeddings/training/clip_image/110215.npz	./data/EXIST2024/embeddings/training/clip_text/110215.npz	./data/EXIST2024/embeddings/training/clip_caption/110215.npz	./data/EXIST2024/embeddings/training/bert_text/110215.npz	./data/EXIST2024/embeddings/training/bert_caption/110215.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110216	es	./data/EXIST2024/embeddings/training/clip_image/110216.npz	./data/EXIST2024/embeddings/training/clip_text/110216.npz	./data/EXIST2024/embeddings/training/clip_caption/110216.npz	./data/EXIST2024/embeddings/training/bert_text/110216.npz	./data/EXIST2024/embeddings/training/bert_caption/110216.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[1, 1, 1, 5, 6, 1]	[0, 5, 5, 5, 4, 4]	[24, 39, 25, 39, 7, 18]
110217	es	./data/EXIST2024/embeddings/training/clip_image/110217.npz	./data/EXIST2024/embeddings/training/clip_text/110217.npz	./data/EXIST2024/embeddings/training/clip_caption/110217.npz	./data/EXIST2024/embeddings/training/bert_text/110217.npz	./data/EXIST2024/embeddings/training/bert_caption/110217.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110218	es	./data/EXIST2024/embeddings/training/clip_image/110218.npz	./data/EXIST2024/embeddings/training/clip_text/110218.npz	./data/EXIST2024/embeddings/training/clip_caption/110218.npz	./data/EXIST2024/embeddings/training/bert_text/110218.npz	./data/EXIST2024/embeddings/training/bert_caption/110218.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110219	es	./data/EXIST2024/embeddings/training/clip_image/110219.npz	./data/EXIST2024/embeddings/training/clip_text/110219.npz	./data/EXIST2024/embeddings/training/clip_caption/110219.npz	./data/EXIST2024/embeddings/training/bert_text/110219.npz	./data/EXIST2024/embeddings/training/bert_caption/110219.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110220	es	./data/EXIST2024/embeddings/training/clip_image/110220.npz	./data/EXIST2024/embeddings/training/clip_text/110220.npz	./data/EXIST2024/embeddings/training/clip_caption/110220.npz	./data/EXIST2024/embeddings/training/bert_text/110220.npz	./data/EXIST2024/embeddings/training/bert_caption/110220.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110221	es	./data/EXIST2024/embeddings/training/clip_image/110221.npz	./data/EXIST2024/embeddings/training/clip_text/110221.npz	./data/EXIST2024/embeddings/training/clip_caption/110221.npz	./data/EXIST2024/embeddings/training/bert_text/110221.npz	./data/EXIST2024/embeddings/training/bert_caption/110221.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110222	es	./data/EXIST2024/embeddings/training/clip_image/110222.npz	./data/EXIST2024/embeddings/training/clip_text/110222.npz	./data/EXIST2024/embeddings/training/clip_caption/110222.npz	./data/EXIST2024/embeddings/training/bert_text/110222.npz	./data/EXIST2024/embeddings/training/bert_caption/110222.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110223	es	./data/EXIST2024/embeddings/training/clip_image/110223.npz	./data/EXIST2024/embeddings/training/clip_text/110223.npz	./data/EXIST2024/embeddings/training/clip_caption/110223.npz	./data/EXIST2024/embeddings/training/bert_text/110223.npz	./data/EXIST2024/embeddings/training/bert_caption/110223.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110224	es	./data/EXIST2024/embeddings/training/clip_image/110224.npz	./data/EXIST2024/embeddings/training/clip_text/110224.npz	./data/EXIST2024/embeddings/training/clip_caption/110224.npz	./data/EXIST2024/embeddings/training/bert_text/110224.npz	./data/EXIST2024/embeddings/training/bert_caption/110224.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110225	es	./data/EXIST2024/embeddings/training/clip_image/110225.npz	./data/EXIST2024/embeddings/training/clip_text/110225.npz	./data/EXIST2024/embeddings/training/clip_caption/110225.npz	./data/EXIST2024/embeddings/training/bert_text/110225.npz	./data/EXIST2024/embeddings/training/bert_caption/110225.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110226	es	./data/EXIST2024/embeddings/training/clip_image/110226.npz	./data/EXIST2024/embeddings/training/clip_text/110226.npz	./data/EXIST2024/embeddings/training/clip_caption/110226.npz	./data/EXIST2024/embeddings/training/bert_text/110226.npz	./data/EXIST2024/embeddings/training/bert_caption/110226.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110227	es	./data/EXIST2024/embeddings/training/clip_image/110227.npz	./data/EXIST2024/embeddings/training/clip_text/110227.npz	./data/EXIST2024/embeddings/training/clip_caption/110227.npz	./data/EXIST2024/embeddings/training/bert_text/110227.npz	./data/EXIST2024/embeddings/training/bert_caption/110227.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110228	es	./data/EXIST2024/embeddings/training/clip_image/110228.npz	./data/EXIST2024/embeddings/training/clip_text/110228.npz	./data/EXIST2024/embeddings/training/clip_caption/110228.npz	./data/EXIST2024/embeddings/training/bert_text/110228.npz	./data/EXIST2024/embeddings/training/bert_caption/110228.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110229	es	./data/EXIST2024/embeddings/training/clip_image/110229.npz	./data/EXIST2024/embeddings/training/clip_text/110229.npz	./data/EXIST2024/embeddings/training/clip_caption/110229.npz	./data/EXIST2024/embeddings/training/bert_text/110229.npz	./data/EXIST2024/embeddings/training/bert_caption/110229.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110230	es	./data/EXIST2024/embeddings/training/clip_image/110230.npz	./data/EXIST2024/embeddings/training/clip_text/110230.npz	./data/EXIST2024/embeddings/training/clip_caption/110230.npz	./data/EXIST2024/embeddings/training/bert_text/110230.npz	./data/EXIST2024/embeddings/training/bert_caption/110230.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110231	es	./data/EXIST2024/embeddings/training/clip_image/110231.npz	./data/EXIST2024/embeddings/training/clip_text/110231.npz	./data/EXIST2024/embeddings/training/clip_caption/110231.npz	./data/EXIST2024/embeddings/training/bert_text/110231.npz	./data/EXIST2024/embeddings/training/bert_caption/110231.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110232	es	./data/EXIST2024/embeddings/training/clip_image/110232.npz	./data/EXIST2024/embeddings/training/clip_text/110232.npz	./data/EXIST2024/embeddings/training/clip_caption/110232.npz	./data/EXIST2024/embeddings/training/bert_text/110232.npz	./data/EXIST2024/embeddings/training/bert_caption/110232.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110233	es	./data/EXIST2024/embeddings/training/clip_image/110233.npz	./data/EXIST2024/embeddings/training/clip_text/110233.npz	./data/EXIST2024/embeddings/training/clip_caption/110233.npz	./data/EXIST2024/embeddings/training/bert_text/110233.npz	./data/EXIST2024/embeddings/training/bert_caption/110233.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110234	es	./data/EXIST2024/embeddings/training/clip_image/110234.npz	./data/EXIST2024/embeddings/training/clip_text/110234.npz	./data/EXIST2024/embeddings/training/clip_caption/110234.npz	./data/EXIST2024/embeddings/training/bert_text/110234.npz	./data/EXIST2024/embeddings/training/bert_caption/110234.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110235	es	./data/EXIST2024/embeddings/training/clip_image/110235.npz	./data/EXIST2024/embeddings/training/clip_text/110235.npz	./data/EXIST2024/embeddings/training/clip_caption/110235.npz	./data/EXIST2024/embeddings/training/bert_text/110235.npz	./data/EXIST2024/embeddings/training/bert_caption/110235.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110236	es	./data/EXIST2024/embeddings/training/clip_image/110236.npz	./data/EXIST2024/embeddings/training/clip_text/110236.npz	./data/EXIST2024/embeddings/training/clip_caption/110236.npz	./data/EXIST2024/embeddings/training/bert_text/110236.npz	./data/EXIST2024/embeddings/training/bert_caption/110236.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110237	es	./data/EXIST2024/embeddings/training/clip_image/110237.npz	./data/EXIST2024/embeddings/training/clip_text/110237.npz	./data/EXIST2024/embeddings/training/clip_caption/110237.npz	./data/EXIST2024/embeddings/training/bert_text/110237.npz	./data/EXIST2024/embeddings/training/bert_caption/110237.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110238	es	./data/EXIST2024/embeddings/training/clip_image/110238.npz	./data/EXIST2024/embeddings/training/clip_text/110238.npz	./data/EXIST2024/embeddings/training/clip_caption/110238.npz	./data/EXIST2024/embeddings/training/bert_text/110238.npz	./data/EXIST2024/embeddings/training/bert_caption/110238.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110239	es	./data/EXIST2024/embeddings/training/clip_image/110239.npz	./data/EXIST2024/embeddings/training/clip_text/110239.npz	./data/EXIST2024/embeddings/training/clip_caption/110239.npz	./data/EXIST2024/embeddings/training/bert_text/110239.npz	./data/EXIST2024/embeddings/training/bert_caption/110239.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110240	es	./data/EXIST2024/embeddings/training/clip_image/110240.npz	./data/EXIST2024/embeddings/training/clip_text/110240.npz	./data/EXIST2024/embeddings/training/clip_caption/110240.npz	./data/EXIST2024/embeddings/training/bert_text/110240.npz	./data/EXIST2024/embeddings/training/bert_caption/110240.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110241	es	./data/EXIST2024/embeddings/training/clip_image/110241.npz	./data/EXIST2024/embeddings/training/clip_text/110241.npz	./data/EXIST2024/embeddings/training/clip_caption/110241.npz	./data/EXIST2024/embeddings/training/bert_text/110241.npz	./data/EXIST2024/embeddings/training/bert_caption/110241.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110242	es	./data/EXIST2024/embeddings/training/clip_image/110242.npz	./data/EXIST2024/embeddings/training/clip_text/110242.npz	./data/EXIST2024/embeddings/training/clip_caption/110242.npz	./data/EXIST2024/embeddings/training/bert_text/110242.npz	./data/EXIST2024/embeddings/training/bert_caption/110242.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110243	es	./data/EXIST2024/embeddings/training/clip_image/110243.npz	./data/EXIST2024/embeddings/training/clip_text/110243.npz	./data/EXIST2024/embeddings/training/clip_caption/110243.npz	./data/EXIST2024/embeddings/training/bert_text/110243.npz	./data/EXIST2024/embeddings/training/bert_caption/110243.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[5, 1, 5, 5, 1, 5]	[0, 0, 4, 0, 4, 3]	[27, 21, 7, 41, 25, 27]
110244	es	./data/EXIST2024/embeddings/training/clip_image/110244.npz	./data/EXIST2024/embeddings/training/clip_text/110244.npz	./data/EXIST2024/embeddings/training/clip_caption/110244.npz	./data/EXIST2024/embeddings/training/bert_text/110244.npz	./data/EXIST2024/embeddings/training/bert_caption/110244.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110245	es	./data/EXIST2024/embeddings/training/clip_image/110245.npz	./data/EXIST2024/embeddings/training/clip_text/110245.npz	./data/EXIST2024/embeddings/training/clip_caption/110245.npz	./data/EXIST2024/embeddings/training/bert_text/110245.npz	./data/EXIST2024/embeddings/training/bert_caption/110245.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110246	es	./data/EXIST2024/embeddings/training/clip_image/110246.npz	./data/EXIST2024/embeddings/training/clip_text/110246.npz	./data/EXIST2024/embeddings/training/clip_caption/110246.npz	./data/EXIST2024/embeddings/training/bert_text/110246.npz	./data/EXIST2024/embeddings/training/bert_caption/110246.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110247	es	./data/EXIST2024/embeddings/training/clip_image/110247.npz	./data/EXIST2024/embeddings/training/clip_text/110247.npz	./data/EXIST2024/embeddings/training/clip_caption/110247.npz	./data/EXIST2024/embeddings/training/bert_text/110247.npz	./data/EXIST2024/embeddings/training/bert_caption/110247.npz	0	0.1666	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110248	es	./data/EXIST2024/embeddings/training/clip_image/110248.npz	./data/EXIST2024/embeddings/training/clip_text/110248.npz	./data/EXIST2024/embeddings/training/clip_caption/110248.npz	./data/EXIST2024/embeddings/training/bert_text/110248.npz	./data/EXIST2024/embeddings/training/bert_caption/110248.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110249	es	./data/EXIST2024/embeddings/training/clip_image/110249.npz	./data/EXIST2024/embeddings/training/clip_text/110249.npz	./data/EXIST2024/embeddings/training/clip_caption/110249.npz	./data/EXIST2024/embeddings/training/bert_text/110249.npz	./data/EXIST2024/embeddings/training/bert_caption/110249.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110250	es	./data/EXIST2024/embeddings/training/clip_image/110250.npz	./data/EXIST2024/embeddings/training/clip_text/110250.npz	./data/EXIST2024/embeddings/training/clip_caption/110250.npz	./data/EXIST2024/embeddings/training/bert_text/110250.npz	./data/EXIST2024/embeddings/training/bert_caption/110250.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110251	es	./data/EXIST2024/embeddings/training/clip_image/110251.npz	./data/EXIST2024/embeddings/training/clip_text/110251.npz	./data/EXIST2024/embeddings/training/clip_caption/110251.npz	./data/EXIST2024/embeddings/training/bert_text/110251.npz	./data/EXIST2024/embeddings/training/bert_caption/110251.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110252	es	./data/EXIST2024/embeddings/training/clip_image/110252.npz	./data/EXIST2024/embeddings/training/clip_text/110252.npz	./data/EXIST2024/embeddings/training/clip_caption/110252.npz	./data/EXIST2024/embeddings/training/bert_text/110252.npz	./data/EXIST2024/embeddings/training/bert_caption/110252.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110253	es	./data/EXIST2024/embeddings/training/clip_image/110253.npz	./data/EXIST2024/embeddings/training/clip_text/110253.npz	./data/EXIST2024/embeddings/training/clip_caption/110253.npz	./data/EXIST2024/embeddings/training/bert_text/110253.npz	./data/EXIST2024/embeddings/training/bert_caption/110253.npz	0	0.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110254	es	./data/EXIST2024/embeddings/training/clip_image/110254.npz	./data/EXIST2024/embeddings/training/clip_text/110254.npz	./data/EXIST2024/embeddings/training/clip_caption/110254.npz	./data/EXIST2024/embeddings/training/bert_text/110254.npz	./data/EXIST2024/embeddings/training/bert_caption/110254.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110255	es	./data/EXIST2024/embeddings/training/clip_image/110255.npz	./data/EXIST2024/embeddings/training/clip_text/110255.npz	./data/EXIST2024/embeddings/training/clip_caption/110255.npz	./data/EXIST2024/embeddings/training/bert_text/110255.npz	./data/EXIST2024/embeddings/training/bert_caption/110255.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110256	es	./data/EXIST2024/embeddings/training/clip_image/110256.npz	./data/EXIST2024/embeddings/training/clip_text/110256.npz	./data/EXIST2024/embeddings/training/clip_caption/110256.npz	./data/EXIST2024/embeddings/training/bert_text/110256.npz	./data/EXIST2024/embeddings/training/bert_caption/110256.npz	1	0.5	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110257	es	./data/EXIST2024/embeddings/training/clip_image/110257.npz	./data/EXIST2024/embeddings/training/clip_text/110257.npz	./data/EXIST2024/embeddings/training/clip_caption/110257.npz	./data/EXIST2024/embeddings/training/bert_text/110257.npz	./data/EXIST2024/embeddings/training/bert_caption/110257.npz	1	1.0	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110258	es	./data/EXIST2024/embeddings/training/clip_image/110258.npz	./data/EXIST2024/embeddings/training/clip_text/110258.npz	./data/EXIST2024/embeddings/training/clip_caption/110258.npz	./data/EXIST2024/embeddings/training/bert_text/110258.npz	./data/EXIST2024/embeddings/training/bert_caption/110258.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110259	es	./data/EXIST2024/embeddings/training/clip_image/110259.npz	./data/EXIST2024/embeddings/training/clip_text/110259.npz	./data/EXIST2024/embeddings/training/clip_caption/110259.npz	./data/EXIST2024/embeddings/training/bert_text/110259.npz	./data/EXIST2024/embeddings/training/bert_caption/110259.npz	1	0.6666	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110260	es	./data/EXIST2024/embeddings/training/clip_image/110260.npz	./data/EXIST2024/embeddings/training/clip_text/110260.npz	./data/EXIST2024/embeddings/training/clip_caption/110260.npz	./data/EXIST2024/embeddings/training/bert_text/110260.npz	./data/EXIST2024/embeddings/training/bert_caption/110260.npz	1	0.8333	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110261	es	./data/EXIST2024/embeddings/training/clip_image/110261.npz	./data/EXIST2024/embeddings/training/clip_text/110261.npz	./data/EXIST2024/embeddings/training/clip_caption/110261.npz	./data/EXIST2024/embeddings/training/bert_text/110261.npz	./data/EXIST2024/embeddings/training/bert_caption/110261.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
110262	es	./data/EXIST2024/embeddings/training/clip_image/110262.npz	./data/EXIST2024/embeddings/training/clip_text/110262.npz	./data/EXIST2024/embeddings/training/clip_caption/110262.npz	./data/EXIST2024/embeddings/training/bert_text/110262.npz	./data/EXIST2024/embeddings/training/bert_caption/110262.npz	0	0.3333	[0, 0, 0, 1, 1, 1]	[6, 5, 5, 5, 1, 5]	[0, 5, 3, 5, 4, 0]	[32, 39, 7, 3, 24, 24]
